Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Restaurant ID,Restaurant Name,Country Code,Country,City.1,Address,Locality,Locality Verbose,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
BANGRES12DEL01,32,3.4,12.939496,77.625999,13.049496,77.735999,"Friday, February 4, 2022",11:30:00 PM,11:45:00 PM,Sunny,Low,0,Buffet,motorcycle,0,No,Metropolitian,31,18305628,Eat Street,1,India,Bangalore,"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Koramangala 6th Block,"Koramangala 6th Block, Bangalore","North Indian, Chinese, Italian, Street Food, Desserts",400,Indian Rupees(Rs.),No,Yes,No,1,4.3,Green,Very Good,753
ALHRES16DEL03,32,4.8,25.450377,81.834236,25.540377,81.924236,"Monday, February 14, 2022",7:30:00 PM,7:35:00 PM,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,36,2400052,Eat On,1,India,Allahabad,"Palace Compound, Near Palace Cinema, MG Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",North Indian,200,Indian Rupees(Rs.),No,No,No,1,3.7,Yellow,Good,105
BHPRES03DEL02,37,4.6,23.214294,77.435361,23.294294,77.515361,"Friday, December 2, 2022",6:30:00 PM,6:40:00 PM,Fog,Medium,0,Drinks,motorcycle,0,No,Metropolitian,37,2600109,Sagar Gaire Fast Food,1,India,Bhopal,"10, Number Market, Arera Colony, Bhopal",Arera Colony,"Arera Colony, Bhopal",Fast Food,250,Indian Rupees(Rs.),No,No,No,1,4.9,Dark Green,Excellent,427
BANGRES05DEL02,23,3.8,12.970324,77.645748,13.020324,77.695748,"Sunday, March 13, 2022",7:25:00 PM,7:30:00 PM,Sunny,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,41,18407918,Bombay Brasserie,1,India,Bangalore,"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Indiranagar, Bangalore",Modern Indian,1500,Indian Rupees(Rs.),No,Yes,No,3,4.2,Green,Very Good,231
BANGRES19DEL02,32,4,12.914264,77.6784,12.964264,77.7284,"Sunday, July 3, 2022",7:40:00 PM,7:55:00 PM,Sandstorms,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,49,18422898,Hoot,1,India,Bangalore,"BBMP 2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",Sarjapur Road,"Sarjapur Road, Bangalore","Continental, Italian, North Indian",1400,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,405
VADRES20DEL02,32,4.1,22.311358,73.164798,22.391358,73.244798,"Saturday, June 4, 2022",9:50:00 PM,9:55:00 PM,Stormy,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,46,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
COIMBRES03DEL02,37,4.9,11.025083,77.015393,11.155083,77.145393,"Sunday, March 20, 2022",7:20:00 PM,7:30:00 PM,Fog,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,53,3000132,Kites Cafe,1,India,Coimbatore,"267, B.R. Puram, Near Royal Enfield Showroom, Avinashi Road, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",Cafe,400,Indian Rupees(Rs.),No,Yes,No,2,3.8,Yellow,Good,124
VADRES11DEL02,36,5,22.308096,73.167753,22.438096,73.297753,"Wednesday, March 16, 2022",8:20:00 PM,8:35:00 PM,Sandstorms,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,48,3200032,Offside Lounge,1,India,Vadodara,"1st Floor, Kanchanganga Apartments, Near Bird Circle, Race Course Road, Vadiwadi, Vadodara","M Cube Mall, Vadiwadi","M Cube Mall, Vadiwadi, Vadodara","Continental, Chinese, Mexican, North Indian",800,Indian Rupees(Rs.),No,No,No,3,3.8,Yellow,Good,149
RANCHIRES18DEL01,39,4.7,23.351489,85.324253,23.421489,85.394253,"Thursday, March 31, 2022",7:35:00 PM,7:45:00 PM,Fog,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,42,2700032,Waterfront - Radisson Blu,1,India,Ranchi,"Radisson Blu, Main Road, Hindpiri, Ranchi","Radisson Blu, Hindpiri","Radisson Blu, Hindpiri, Ranchi","North Indian, Continental",2000,Indian Rupees(Rs.),No,No,No,4,3.4,Orange,Average,62
COIMBRES16DEL02,33,5,11.010375,76.95295,11.140375,77.08295,"Monday, April 4, 2022",9:45:00 PM,9:50:00 PM,Fog,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,54,3000001,That's Y Food,1,India,Coimbatore,"24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore",RS Puram,"RS Puram, Coimbatore","North Indian, Biryani",1400,Indian Rupees(Rs.),No,No,No,3,4.2,Green,Very Good,299
HYDRES16DEL01,33,4.8,17.440827,78.393391,17.450827,78.403391,"Thursday, March 17, 2022",11:30:00 AM,11:40:00 AM,Stormy,High,0,Drinks,motorcycle,1,Yes,Metropolitian,46,18307251,Churrolto,1,India,Hyderabad,"Ground Floor, Shop 3, Opposite IndusInd Bank, Madhapur Main Road, Madhapur, Hyderabad",Madhapur,"Madhapur, Hyderabad","Desserts, Cafe, Mexican",500,Indian Rupees(Rs.),No,No,No,2,4.7,Dark Green,Excellent,344
MYSRES03DEL01,38,4.9,12.299524,76.64262,12.339524,76.68262,"Tuesday, March 15, 2022",1:40:00 PM,1:55:00 PM,Windy,High,0,Buffet,motorcycle,1,Yes,Metropolitian,49,3600375,The Old House,1,India,Mysore,"451, Jhansi Rani Lakshmi Bai Road, Chamrajpura, Mysore",Chamrajpura,"Chamrajpura, Mysore",Italian,800,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,264
AGRRES13DEL01,35,4.8,27.159795,78.04299,27.269795,78.15299,"Friday, December 2, 2022",7:50:00 PM,8:05:00 PM,Fog,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,48,3400033,The Charcoal Chimney,1,India,Agra,"Hotel Samovar, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra","North Indian, Chinese, Continental, Mughlai",1100,Indian Rupees(Rs.),No,No,No,3,3.4,Orange,Average,70
COIMBRES18DEL01,31,4.9,11.02091,76.940432,11.09091,77.010432,"Saturday, December 3, 2022",9:55:00 PM,10:10:00 PM,Fog,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,51,3000996,Yari,1,India,Coimbatore,"69, Bharathi Park, 6th Cross, Saibaba Colony, Coimbatore",Saibaba Colony,"Saibaba Colony, Coimbatore","North Indian, Chinese, Street Food",700,Indian Rupees(Rs.),No,No,No,2,4.2,Green,Very Good,221
COIMBRES03DEL01,34,4.7,11.025083,77.015393,11.135083,77.125393,"Monday, March 14, 2022",5:40:00 PM,5:45:00 PM,Fog,Medium,0,Buffet,motorcycle,0,Yes,Metropolitian,41,3000132,Kites Cafe,1,India,Coimbatore,"267, B.R. Puram, Near Royal Enfield Showroom, Avinashi Road, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",Cafe,400,Indian Rupees(Rs.),No,Yes,No,2,3.8,Yellow,Good,124
VADRES010DEL03,36,4.4,22.310329,73.169083,22.400329,73.259083,"Sunday, March 20, 2022",8:35:00 PM,8:50:00 PM,Stormy,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,51,3200015,Mandap - Hotel Express Towers,1,India,Vadodara,"Hotel Express Towers, R.C. Dutt Road, Alkapuri, Vadodara","Hotel Express Towers, Alkapuri","Hotel Express Towers, Alkapuri, Vadodara",Gujarati,600,Indian Rupees(Rs.),No,No,No,2,4,Green,Very Good,191
BHPRES20DEL02,20,4.7,23.235123,77.398886,23.315123,77.478886,"Friday, December 2, 2022",9:15:00 PM,9:20:00 PM,Fog,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,44,2600007,Bake N Shake,1,India,Bhopal,"Bhadbhada Road, Near Rang Mahal Talkies, TT Nagar, Bhopal",TT Nagar,"TT Nagar, Bhopal",Fast Food,500,Indian Rupees(Rs.),No,No,No,2,4.3,Green,Very Good,120
RANCHIRES18DEL02,31,4.4,23.351489,85.324253,23.431489,85.404253,"Friday, June 3, 2022",6:10:00 PM,6:15:00 PM,Stormy,Medium,0,Snack,motorcycle,1,Yes,Metropolitian,46,2700032,Waterfront - Radisson Blu,1,India,Ranchi,"Radisson Blu, Main Road, Hindpiri, Ranchi","Radisson Blu, Hindpiri","Radisson Blu, Hindpiri, Ranchi","North Indian, Continental",2000,Indian Rupees(Rs.),No,No,No,4,3.4,Orange,Average,62
MYSRES03DEL03,32,5,12.299524,76.64262,12.389524,76.73262,"Friday, March 25, 2022",6:55:00 PM,7:10:00 PM,Windy,Medium,0,Buffet,motorcycle,1,Yes,Metropolitian,49,3600375,The Old House,1,India,Mysore,"451, Jhansi Rani Lakshmi Bai Road, Chamrajpura, Mysore",Chamrajpura,"Chamrajpura, Mysore",Italian,800,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,264
KOLRES04DEL02,20,3.9,22.538731,88.364878,22.558731,88.384878,"Tuesday, February 15, 2022",11:25:00 AM,11:30:00 AM,Sunny,High,0,Buffet,motorcycle,1,Yes,Metropolitian,44,18377112,Nawwarah,1,India,Kolkata,"48A, Syed Amir Ali Avenue, Ballygunge, Kolkata",Ballygunge,"Ballygunge, Kolkata","Chinese, Cafe, North Indian, Desserts",1000,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,326
VADRES06DEL01,33,4.7,22.31279,73.170283,22.42279,73.280283,"Monday, March 14, 2022",8:30:00 PM,8:35:00 PM,Cloudy,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,43,3200005,Little Italy,1,India,Vadodara,"36, Alkapuri Society, Behind HDFC Bank, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,202
HYDRES16DEL03,33,4.9,17.440827,78.393391,17.530827,78.483391,"Friday, June 3, 2022",6:25:00 PM,6:35:00 PM,Cloudy,Medium,0,Snack,motorcycle,0,Yes,Metropolitian,41,18307251,Churrolto,1,India,Hyderabad,"Ground Floor, Shop 3, Opposite IndusInd Bank, Madhapur Main Road, Madhapur, Hyderabad",Madhapur,"Madhapur, Hyderabad","Desserts, Cafe, Mexican",500,Indian Rupees(Rs.),No,No,No,2,4.7,Dark Green,Excellent,344
ALHRES07DEL03,38,4.6,25.449659,81.839744,25.589659,81.979744,"Friday, February 18, 2022",9:35:00 PM,9:45:00 PM,Cloudy,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,46,2400119,KFC,1,India,Allahabad,"P Square Mall, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad","American, Fast Food",500,Indian Rupees(Rs.),No,No,No,3,3.4,Orange,Average,58
MUMRES01DEL03,38,4.9,19.12663,72.829976,19.21663,72.919976,"Sunday, April 3, 2022",8:20:00 PM,8:30:00 PM,Windy,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,53,35217,Joey's Pizza,1,India,Mumbai,"6 & 7, Upvan Building, Near Indian Oil Colony, DN Nagar, Azad Nagar, Mumbai",Azad Nagar,"Azad Nagar, Mumbai",Pizza,800,Indian Rupees(Rs.),No,No,No,2,4,Green,Very Good,5145
PUNERES11DEL01,28,4.1,18.533811,73.899315,18.573811,73.939315,"Thursday, November 3, 2022",2:25:00 PM,2:30:00 PM,Sunny,High,0,Meal,motorcycle,1,Yes,Metropolitian,47,18417624,The Sassy Spoon,1,India,Pune,"Lane 7, Sanskriti Lifestyle Complex, Koregaon Park, Pune",Koregaon Park,"Koregaon Park, Pune","European, Asian, Mediterranean, Modern Indian, Desserts, Finger Food",1500,Indian Rupees(Rs.),Yes,No,No,3,4.1,Green,Very Good,140
VADRES14DEL03,35,5,22.311603,73.165012,22.401603,73.255012,"Saturday, December 3, 2022",6:15:00 PM,6:25:00 PM,Windy,Medium,0,Buffet,motorcycle,1,Yes,Metropolitian,46,3200497,El Amigos Kitchen,1,India,Vadodara,"Ground Floor, Prestige Building, Race Course Road, Race Course Circle, Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Thai, Italian, Chinese, Mexican",800,Indian Rupees(Rs.),No,No,No,3,3.5,Yellow,Good,96
VADRES05DEL02,20,4.7,22.310526,73.170937,22.440526,73.300937,"Thursday, March 31, 2022",8:15:00 PM,8:30:00 PM,Cloudy,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,47,3200012,Barbeque Nation,1,India,Vadodara,"3rd Floor, Shreem Shalini Mall, R.C. Dutt Road, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara","Mughlai, North Indian",1500,Indian Rupees(Rs.),No,No,No,4,4.3,Green,Very Good,332
MYSRES08DEL01,24,4.5,12.297954,76.665169,12.337954,76.705169,"Thursday, March 17, 2022",1:45:00 PM,1:55:00 PM,Sunny,High,0,Drinks,motorcycle,1,Yes,Metropolitian,44,3600192,Spring - Radisson Blu Plaza,1,India,Mysore,"Radisson Blu Plaza, 1, MG Road, Ittige Gudu, Mysore",Ittige Gudu,"Ittige Gudu, Mysore","Continental, North Indian, South Indian",1700,Indian Rupees(Rs.),No,No,No,4,3.8,Yellow,Good,162
DEHRES09DEL03,28,4.8,30.332735,78.054222,30.422735,78.144222,"Friday, December 2, 2022",9:35:00 PM,9:50:00 PM,Fog,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,47,3500059,TBistro,1,India,Dehradun,"Saina Inn, 3, Old Survey Road, Karanpur, Dehradun",Karanpur,"Karanpur, Dehradun","North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,3,3.8,Yellow,Good,230
COIMBRES02DEL02,37,4.9,11.022477,76.995667,11.102477,77.075667,"Friday, February 4, 2022",10:40:00 PM,10:50:00 PM,Fog,Low,0,Drinks,motorcycle,1,Yes,Metropolitian,40,3000107,Haribhavanam Hotel,1,India,Coimbatore,"2, Bharathi Colony, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore","South Indian, Chettinad, North Indian",600,Indian Rupees(Rs.),No,No,No,2,3.9,Yellow,Good,318
CHENRES05DEL01,33,4.7,13.058616,80.264151,13.168616,80.374151,"Wednesday, March 23, 2022",9:30:00 PM,9:35:00 PM,Fog,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,48,73088,Chili's,1,India,Chennai,"49 & 50 L, Express Avenue Mall, White's Road, Royapettah, Chennai","Express Avenue Mall,  Royapettah","Express Avenue Mall,  Royapettah, Chennai","Mexican, American, Tex-Mex, Burger",1700,Indian Rupees(Rs.),Yes,Yes,No,3,4.8,Dark Green,Excellent,1262
COIMBRES16DEL02,32,4.7,11.010375,76.95295,11.140375,77.08295,"Sunday, April 3, 2022",9:25:00 PM,9:40:00 PM,Sandstorms,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,42,3000001,That's Y Food,1,India,Coimbatore,"24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore",RS Puram,"RS Puram, Coimbatore","North Indian, Biryani",1400,Indian Rupees(Rs.),No,No,No,3,4.2,Green,Very Good,299
AURGRES14DEL02,38,4,19.875016,75.322405,20.005016,75.452405,"Monday, February 14, 2022",6:45:00 PM,6:55:00 PM,Stormy,Medium,0,Drinks,motorcycle,1,Yes,Metropolitian,39,2500056,That Baat,1,India,Aurangabad,"Near Vivekanand College, Samarth Nagar, Nirala Bazar Road, Aurangabad",Nirala Bazar,"Nirala Bazar, Aurangabad",Maharashtrian,450,Indian Rupees(Rs.),No,No,No,2,3.4,Orange,Average,34
MYSRES08DEL02,28,4.5,12.297954,76.665169,12.317954,76.685169,"Monday, January 3, 2022",11:10:00 AM,11:25:00 AM,Sunny,High,0,Snack,motorcycle,0,Yes,Metropolitian,48,3600192,Spring - Radisson Blu Plaza,1,India,Mysore,"Radisson Blu Plaza, 1, MG Road, Ittige Gudu, Mysore",Ittige Gudu,"Ittige Gudu, Mysore","Continental, North Indian, South Indian",1700,Indian Rupees(Rs.),No,No,No,4,3.8,Yellow,Good,162
BANGRES05DEL02,24,5,12.970324,77.645748,13.100324,77.775748,"Monday, October 3, 2022",7:35:00 PM,7:50:00 PM,Fog,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,49,18407918,Bombay Brasserie,1,India,Bangalore,"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Indiranagar, Bangalore",Modern Indian,1500,Indian Rupees(Rs.),No,Yes,No,3,4.2,Green,Very Good,231
BANGRES12DEL01,37,4.9,12.939496,77.625999,12.979496,77.665999,"Monday, March 28, 2022",2:45:00 PM,2:55:00 PM,Sandstorms,High,0,Drinks,motorcycle,0,Yes,Metropolitian,42,18305628,Eat Street,1,India,Bangalore,"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Koramangala 6th Block,"Koramangala 6th Block, Bangalore","North Indian, Chinese, Italian, Street Food, Desserts",400,Indian Rupees(Rs.),No,Yes,No,1,4.3,Green,Very Good,753
BANGRES12DEL01,35,4.6,12.939496,77.625999,13.049496,77.735999,"Sunday, March 27, 2022",10:25:00 PM,10:30:00 PM,Cloudy,Low,0,Drinks,motorcycle,1,Yes,Metropolitian,43,18305628,Eat Street,1,India,Bangalore,"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Koramangala 6th Block,"Koramangala 6th Block, Bangalore","North Indian, Chinese, Italian, Street Food, Desserts",400,Indian Rupees(Rs.),No,Yes,No,1,4.3,Green,Very Good,753
MUMRES01DEL01,38,4.2,19.12663,72.829976,19.13663,72.839976,"Monday, January 3, 2022",11:15:00 AM,11:20:00 AM,Windy,High,0,Meal,motorcycle,1,Yes,Metropolitian,41,35217,Joey's Pizza,1,India,Mumbai,"6 & 7, Upvan Building, Near Indian Oil Colony, DN Nagar, Azad Nagar, Mumbai",Azad Nagar,"Azad Nagar, Mumbai",Pizza,800,Indian Rupees(Rs.),No,No,No,2,4,Green,Very Good,5145
VADRES19DEL02,30,5,22.311844,73.165081,22.391844,73.245081,"Wednesday, August 3, 2022",8:50:00 PM,9:05:00 PM,Fog,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,48,3200024,Pizza Hut,1,India,Vadodara,"51,Akashganga Complex,Race Course Road, Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","Pizza, Italian",600,Indian Rupees(Rs.),No,No,No,2,4.1,Green,Very Good,269
CHENRES05DEL01,37,4,13.058616,80.264151,13.128616,80.334151,"Sunday, March 20, 2022",7:15:00 PM,7:20:00 PM,Windy,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,47,73088,Chili's,1,India,Chennai,"49 & 50 L, Express Avenue Mall, White's Road, Royapettah, Chennai","Express Avenue Mall,  Royapettah","Express Avenue Mall,  Royapettah, Chennai","Mexican, American, Tex-Mex, Burger",1700,Indian Rupees(Rs.),Yes,Yes,No,3,4.8,Dark Green,Excellent,1262
KNPRES14DEL01,33,4.7,26.463504,80.372929,26.573504,80.482929,"Friday, February 18, 2022",9:30:00 PM,9:45:00 PM,Fog,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,53,2300058,Dhuaan,1,India,Kanpur,"Plot 58, Status Club, Cantonment Area, Tagore Road, Kanpur","Status Club, Kanpur Cantonment","Status Club, Kanpur Cantonment, Kanpur","North Indian, Mexican, Italian",1500,Indian Rupees(Rs.),No,No,No,4,4.3,Green,Very Good,155
BHPRES06DEL01,39,4,23.232357,77.429989,23.342357,77.539989,"Wednesday, February 16, 2022",11:25:00 PM,11:40:00 PM,Fog,Low,0,Snack,motorcycle,1,Yes,Metropolitian,44,2600031,10 Downing Street,1,India,Bhopal,"Third Floor, DB City Mall, Maharana Pratap Nagar, Bhopal","DB City, Maharana Pratap Nagar","DB City, Maharana Pratap Nagar, Bhopal","North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,No,3,4,Green,Very Good,257
HYDRES16DEL01,35,4.8,17.440827,78.393391,17.550827,78.503391,"Sunday, April 3, 2022",8:25:00 PM,8:35:00 PM,Fog,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,41,18307251,Churrolto,1,India,Hyderabad,"Ground Floor, Shop 3, Opposite IndusInd Bank, Madhapur Main Road, Madhapur, Hyderabad",Madhapur,"Madhapur, Hyderabad","Desserts, Cafe, Mexican",500,Indian Rupees(Rs.),No,No,No,2,4.7,Dark Green,Excellent,344
ALHRES17DEL03,38,4.7,25.45235,81.841889,25.48235,81.871889,"Thursday, February 17, 2022",9:55:00 PM,10:10:00 PM,Sandstorms,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,45,2400016,Hot Stuff,1,India,Allahabad,"21 C, Lal Bhadhur Shastri Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad","North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,3,3.5,Yellow,Good,105
BANGRES05DEL01,34,4.6,12.970324,77.645748,13.080324,77.755748,"Sunday, March 27, 2022",7:25:00 PM,7:30:00 PM,Cloudy,Jam,0,Buffet,motorcycle,0,Yes,Metropolitian,47,18407918,Bombay Brasserie,1,India,Bangalore,"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Indiranagar, Bangalore",Modern Indian,1500,Indian Rupees(Rs.),No,Yes,No,3,4.2,Green,Very Good,231
LUDHRES16DEL03,38,4.9,30.895817,75.813112,30.985817,75.903112,"Wednesday, February 16, 2022",9:50:00 PM,9:55:00 PM,Fog,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,46,15853,Barbeque Nation,1,India,Ludhiana,"2nd Floor, 2439/1 & 2, Dhanraj Singh Complex, Main Ferozpur Road, Rajguru Nagar, Ludhiana",Rajguru Nagar,"Rajguru Nagar, Ludhiana","North Indian, Chinese, Continental",1400,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,80
CHENRES05DEL02,33,4.9,13.058616,80.264151,13.138616,80.344151,"Sunday, March 20, 2022",9:35:00 PM,9:40:00 PM,Cloudy,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,46,73088,Chili's,1,India,Chennai,"49 & 50 L, Express Avenue Mall, White's Road, Royapettah, Chennai","Express Avenue Mall,  Royapettah","Express Avenue Mall,  Royapettah, Chennai","Mexican, American, Tex-Mex, Burger",1700,Indian Rupees(Rs.),Yes,Yes,No,3,4.8,Dark Green,Excellent,1262
MYSRES03DEL01,37,4.6,12.299524,76.64262,12.369524,76.71262,"Friday, March 25, 2022",8:30:00 PM,8:45:00 PM,Cloudy,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,54,3600375,The Old House,1,India,Mysore,"451, Jhansi Rani Lakshmi Bai Road, Chamrajpura, Mysore",Chamrajpura,"Chamrajpura, Mysore",Italian,800,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,264
AGRRES010DEL03,32,4.9,27.163303,78.057044,27.193303,78.087044,"Wednesday, November 2, 2022",7:40:00 PM,7:55:00 PM,Sandstorms,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,48,3400072,Dawat-e-Nawab - Radisson Blu,1,India,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra","North Indian, Mughlai",3600,Indian Rupees(Rs.),No,No,No,4,3.8,Yellow,Good,46
VADRES20DEL01,25,3.5,22.311358,73.164798,22.351358,73.204798,"Saturday, September 3, 2022",12:15:00 PM,12:20:00 PM,Sunny,High,0,Meal,motorcycle,1,Yes,Metropolitian,48,3200034,Tomato's,1,India,Vadodara,"1st Floor, Aditi Plaza, Beside IDBI Bank, Race Course Road,  ., Vadiwadi, Vadodara",Vadiwadi,"Vadiwadi, Vadodara","North Indian, Mughlai, Mexican, Thai",1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,395
COIMBRES08DEL02,38,4.2,11.001852,76.976268,11.081852,77.056268,"Sunday, April 3, 2022",8:30:00 PM,8:35:00 PM,Windy,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,46,3000195,Valarmathi Kongunaatu Samayal,1,India,Coimbatore,"207/A, CSI Compound, Opposite Photo Centre, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore","South Indian, Biryani",350,Indian Rupees(Rs.),No,No,No,2,4.5,Dark Green,Excellent,380
MUMRES01DEL01,34,4.7,19.12663,72.829976,19.23663,72.939976,"Sunday, April 3, 2022",9:40:00 PM,9:50:00 PM,Fog,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,49,35217,Joey's Pizza,1,India,Mumbai,"6 & 7, Upvan Building, Near Indian Oil Colony, DN Nagar, Azad Nagar, Mumbai",Azad Nagar,"Azad Nagar, Mumbai",Pizza,800,Indian Rupees(Rs.),No,No,No,2,4,Green,Very Good,5145
COIMBRES07DEL02,37,4.6,10.96185,76.971082,11.04185,77.051082,"Saturday, December 3, 2022",8:35:00 PM,8:40:00 PM,Fog,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,53,18434000,24 Plus Cafe & Restaurant,1,India,Coimbatore,"1A, Pollachi Main Road, Eachanari, Podanur, Coimbatore",Podanur,"Podanur, Coimbatore","Continental, Fast Food, Desserts, Indian",450,Indian Rupees(Rs.),No,No,No,2,3.8,Yellow,Good,24
BANGRES09DEL02,24,4.5,12.934179,77.615797,12.954179,77.635797,"Tuesday, May 3, 2022",11:30:00 AM,11:35:00 AM,Sunny,High,0,Buffet,motorcycle,1,Yes,Metropolitian,52,18439634,ECHOES Koramangala,1,India,Bangalore,"44, 4th B Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,"Koramangala 5th Block, Bangalore","Continental, American, Italian, North Indian, Chinese, Cafe",950,Indian Rupees(Rs.),No,No,No,2,4.7,Dark Green,Excellent,276
VADRES03DEL02,37,4.6,22.32,73.17,22.45,73.3,"Wednesday, March 16, 2022",9:20:00 PM,9:35:00 PM,Cloudy,Jam,0,Buffet,motorcycle,1,Yes,Metropolitian,46,18295781,Kaphi Pibama,1,India,Vadodara,"18-A, Nutan Bharat, Soc 002-Yogeshwar Apartment,  Near Reliance Fresh, Alkapuri, Vadodara",Alkapuri,"Alkapuri, Vadodara","Cafe, Mexican, Italian, Fast Food",500,Indian Rupees(Rs.),No,No,No,2,3.8,Yellow,Good,71
BANGRES05DEL03,25,3.9,12.970324,77.645748,13.030324,77.705748,"Wednesday, March 30, 2022",8:40:00 PM,8:55:00 PM,Sunny,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,53,18407918,Bombay Brasserie,1,India,Bangalore,"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Indiranagar, Bangalore",Modern Indian,1500,Indian Rupees(Rs.),No,Yes,No,3,4.2,Green,Very Good,231
